,MR,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem
682,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 225.143 mortes e 9.230.016 casos de #COVID19 no Brasil. ",,,,,,,
683,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","Pará foi o estado que mais sofreu desmatamento (177,84 km2).",,,,,,,
684,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
685,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Novo Progresso"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi mineração, devido à ação de garimpos na floresta. ",,,,,,,
686,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""64"",day=""25"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","  O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro. ",,,,,,,
687,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""6"",city=""POCONÉ"",day=""4"",month=""1"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.","POCONÉ / MATO GROSSO, no bioma Pantanal, foi a cidade mais atingida, ac1ulando 6 focos de incêndio no dia.",,,,,,,
688,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","Em julho, o Instituto Nacional de Pesquisas Espaciais (INPE) acumula dezasseis vírgula quatro cinco km2 de área desmatada.",,,,,,,
689,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
690,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","O país registra alta diária de 0,67% na quantidade de casos e de 1,06% na quantidade de óbitos por #COVID19.",,,,,,,
691,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, ac1ulando 8 focos de queimadas.",,,,,,,
692,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""322.91"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), três mil duzentos e dois vírgula nove um km2 foram desmatados na Amazônia Legal, em abril de dois mil e vinte e um.",,,,,,,
693,"[COVID19] [INTENTS] NEW_CASES(cases=""26417"",highest=""True"") [SEP] TOTAL_CASES(cases=""438238"") [HISTORY] [PARAGRAPH]","O Brasil registra 48.407 novos casos de #COVID19, somando 2.382.383 casos no total e aumento de 76% em relação ao dia anterior.",,,,,,,
694,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.16"",city=""Rio Branco"",location=""deter-amz"",month=""6"",state=""AC"",year=""2020"") [HISTORY] O desmatamento com solo exposto, que deixa o solo sem vegetação, foi a principal causa de desmatamento.","Rio Branco acumula 5,16 km2 de desmatamento em junho.",,,,,,,
695,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5632505"") [SEP] TOTAL_DEATHS(deaths=""162035"") [HISTORY] [PARAGRAPH]",O Brasil chega a 5.563.405 casos e contabiliza 162.203 mortes pela doença.,,,,,,,
696,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5496402"") [SEP] TOTAL_DEATHS(deaths=""159033"") [HISTORY] [PARAGRAPH]",  O Brasil soma cinco milhões quatrocentos e noventa mil quatrocentos e dois casos de #COVID19 e 159.033 mortes ocasionadas pelo vírus. ,,,,,,,
697,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","  Altamira acumula 72,67 km² de área desmatada no mês de agosto de 2020. ",,,,,,,
698,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","  PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, ac1ulando 8 focos de incêndio no dia. ",,,,,,,
699,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",day=""4"",month=""3"",year=""2021"") [HISTORY] JEQUIÁ DA PRAIA / ALAGOAS, em Mata Atlântica, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",A Amazônia teve 12 focos de queimadas e foi o bioma mais atingido.,,,,,,,
700,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",day=""4"",month=""3"",year=""2021"") [HISTORY] JEQUIÁ DA PRAIA / ALAGOAS, em Mata Atlântica, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",  A Amazônia teve 12 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
701,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","O principal tipo foi o desmatamento com solo exposto, deixando a terra sem vegetação, com 1.578,87 km2 de área desmatada.",,,,,,,
702,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",,,,,,,
703,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,,,,,,,
704,"[COVID19] [INTENTS] TOTAL_CASES(cases=""2021834"") [SEP] TOTAL_DEATHS(deaths=""76997"") [HISTORY] [PARAGRAPH]","São registrados, no total, setenta e seis mil novecentos e sete mortes e duzentos e catorze mil oitocentos e trinta e quatro casos de #COVID19 no Brasil.",,,,,,,
705,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""8.37"",city=""Nova Mamore"",daily_accumulation=""8"",day=""1"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.79"",city=""Nova Mamore"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 8,37 km2 no município de Nova Mamore / Rondônia no dia 1 de setembro de dois mil e vinte - Nova Mamore já teve alertas de desmatamento em 8 dias desse mês, totalizando 13,79 km2 de desmatamento.",,,,,,,
706,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","  De ontem para hoje foram contabilizados mais 65.855 novos casos e 1.271 novas mortes, totalizando 7.326.115 casos e 207.160 mortes pela doença. ",,,,,,,
707,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","  PDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia. ",,,,,,,
708,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""8.37"",city=""Nova Mamore"",daily_accumulation=""8"",day=""1"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.79"",city=""Nova Mamore"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do INPE alertou o desmatamento de 8,37 km2 no município de Nova Mamore / Rondônia no dia 1 de setembro de dois mil e vinte - Nova Mamore já teve alertas de desmatamento em 8 dias desse mês, totalizando 13,79 km2 de desmatamento.",,,,,,,
709,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""3"",city=""VALENÇA"",day=""26"",month=""2"",state=""BAHIA"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2 mil e vinte e um, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.",,,,,,,
710,"[COVID19] [INTENTS] NEW_CASES(cases=""26417"",highest=""True"") [SEP] TOTAL_CASES(cases=""438238"") [HISTORY] [PARAGRAPH]","O Brasil registra quarenta e oito mil duzentos e trinta e oito casos de #COVID19, duzentos e sessenta e quatro mil seiscentos e dezassete casos a mais do que no dia anterior, duzentos e sessenta e quatro mil seiscentos e dezassete casos a mais do que no dia anterior, o maior número desde o ínicio da pandemia.",,,,,,,
711,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 19 de agosto de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 2,69 km2 em Sao Felix do Araguaia / Mato Grosso, acumulando 4 dias com alertas no mês na região.",,,,,,,
712,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]",  Pará foi o estado que mais sofreu desmatamento (oitocentos e oitenta e cinco vírgula nove 7 km²). ,,,,,,,
713,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 43 focos de queimadas no território brasileiro.",,,,,,,
714,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]",O Brasil alcança 9.230.016 casos confirmados e 235.133 mortes por #COVID19.,,,,,,,
715,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
716,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil chega a 4.238.973 casos e contabiliza 129.755 mortes pela doença.,,,,,,,
717,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""42"",day=""16"",month=""3"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.",,,,,,,
718,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,,,,,,,
719,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.28"",city=""Novo Repartimento"",daily_accumulation=""10"",day=""16"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 16 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) reportou avisos de desmatamento somando 3,28 km2 em Novo Repartimento / Pará, que acumulou 10 dias de alertas.",,,,,,,
720,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A Unidade de Conservação com maior área desmatada no mês foi a FLORESTA NACIONAL DO JAMANXIM / Pará (21,75 km2).",,,,,,,
721,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.","  No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
722,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.16"",city=""Rio Branco"",location=""deter-amz"",month=""6"",state=""AC"",year=""2020"") [HISTORY] O desmatamento com solo exposto, que deixa o solo sem vegetação, foi a principal causa de desmatamento.","No mês de junho, Rio Branco acumula cinco vírgula um 6 km2 de área desmatada.",,,,,,,
723,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.65"") [SEP] NEW_CASES(cases=""58691"",highest=""False"") [SEP] TOTAL_CASES(cases=""9119477"") [HISTORY] [PARAGRAPH]","O Brasil registra 58.691 novos casos de #COVID19, somando 9.119.477 casos no total e alta de 0,65 por cento em relação ao dia anterior.",,,,,,,
724,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","  O município que teve mais desmatamento no mês foi Labrea / Amazonas (116,33 km²). ",,,,,,,
725,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Novo Progresso"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo foi mineração, associada à atividade de garimpo.",,,,,,,
726,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""64"",day=""25"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","  O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro. ",,,,,,,
727,"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""4.52"") [SEP] NEW_DEATHS(deaths=""1156"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""26754"") [HISTORY] O Brasil chega ao total de 438.238 casos de #COVID19, com recorde de 26.417 novos casos nas últimas 24 horas.","  Desde ontem, foram registrados no país 1.156 novas mortes, que agora somam 26.754, representando um aumento diário de 4,52 por cento. ",,,,,,,
728,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.","  No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
729,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.61"") [SEP] NEW_CASES(cases=""40131"",highest=""False"") [SEP] TOTAL_CASES(cases=""1151479"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 52.771, com 1.364 novos óbitos, representando um aumento diário de 2,65%.","Os casos de infecção pelo vírus alcançam 1.151.479, uma alta diária de 3,61 por cento, representada por 40.131 novos casos.",,,,,,,
730,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",  O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
731,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.",,,,,,,
732,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa dos alertas de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.",,,,,,,
733,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""11.79"",city=""Altamira"",daily_accumulation=""11"",day=""21"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""108.39"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 11,79 km² no município de Altamira / Pará no dia 21 de julho de dois mil e vinte - Altamira já teve alertas de desmatamento em 11 dias desse mês, totalizando 108,39 km² de desmatamento. ",,,,,,,
734,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio.",,,,,,,
735,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","Altamira acumula 72,67 km2 de desmatamento em agosto.",,,,,,,
736,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""11"",city=""FELIZ NATAL"",day=""26"",month=""11"",state=""MATO GROSSO"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, dia 26 de novembro de dois mil e vinte, FELIZ NATAL / MATO GROSSO, localizada na Amazônia Legal, foi a cidade mais atingida por focos de queimadas, acumulando 11 focos de incêndio no dia.",,,,,,,
737,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais 68.556 novos casos e 1.101 novas mortes, totalizando 8.326.115 casos e 227.170 mortes pela doença.",,,,,,,
738,"[COVID19] [INTENTS] TOTAL_CASES(cases=""2021834"") [SEP] TOTAL_DEATHS(deaths=""76997"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 76.907 mortes e 2.201.834 casos de #COVID19 no Brasil. ",,,,,,,
739,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","  PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, ac1ulando 8 focos de incêndio no dia. ",,,,,,,
740,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]","  São registrados, no total, duzentos e vinte e dois mil quatrocentos e quarenta e três mortes e nove milhões duzentos e trinta mil cento e sessenta e três casos de #COVID19 no Brasil. ",,,,,,,
741,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio no dia.",,,,,,,
742,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]",O Brasil soma 9.550.301 casos de #COVID19 e 232.248 mortes ocasionadas pelo vírus.,,,,,,,
743,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","Os casos de infecção pelo vírus alcançam 11.877.009, uma alta diária de 0,76 por cento, representada por 89.409 novos casos.",,,,,,,
744,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""0.75"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO"",year=""2020"") [HISTORY] Em 27 de julho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará que somaram 0,52 km², acumulando 2 dias com alertas no mês.","A RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO soma 0,75 km2 de desmatamento no mês analisado.",,,,,,,
745,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","O estado que teve mais área desmatada foi Pará, com 177,84 km2 de área atingida.",,,,,,,
746,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","  O principal tipo foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
747,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""12"",city=""CORUMBÁ"",day=""25"",month=""10"",state=""MATO GROSSO DO SUL"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","CORUMBÁ / MATO GROSSO DO SUL, no bioma Pantanal, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",,,,,,,
748,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""20"",city=""MOJU"",day=""16"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia.",,,,,,,
749,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
750,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5632505"") [SEP] TOTAL_DEATHS(deaths=""162035"") [HISTORY] [PARAGRAPH]","No total, o Brasil contabiliza cinco milhões seiscentos e trinta e cinco mil duzentos e cinquenta e cinco casos e 162.035 mortes pela doença.",,,,,,,
751,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.74"") [SEP] NEW_CASES(cases=""52385"",highest=""False"") [SEP] TOTAL_CASES(cases=""7163912"") [HISTORY] [PARAGRAPH]","O Brasil registra 52.385 novos casos de #COVID19, somando 7.169.998 casos no total e alta de 0,74% em relação ao dia anterior.",,,,,,,
752,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",  É registrado um total de 185.687 mortes confirmadas por #COVID19 no país. ,,,,,,,
