MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Vaults is a highly rated, family friendly, Japanese pub along the riverside and near Raja Indian Cuisine.",The Vaults is a family friendly pub located near Raja Indian Cuisine. It is cheap and has a 5 out of 5 customer rating.,n,n,n,s,n,n,n,intenção de fala não verbalizada
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]",A children friendly restaurant near Café Sicilia with an average customer rating is named The Cricketers.,The Cricketers is a family friendly restaurant near Café Sicilia. It has an average customer rating.,n,n,n,n,n,n,n,
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars.",Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a pub which serves Chinese food is located in the center of the city near the Raja Indian Cuisine. It serves Chinese food and is considered family friendly with a price range of less than £20.,The Punter is a pub that serves Chinese food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine and is family friendly.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","The Giraffe, a child-friendly, English pub, is located in riverside area, near Rainbow Vegetarian Café.",Giraffe is a family friendly pub near Rainbow Vegetarian Café in the riverside area. It serves English food.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]",The customer rating is bad at the children friendly coffee shop called The Cricketers near Avalon.,The Cricketers is a kid friendly coffee shop near Avalon. It has a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a restaurant that offers Japanese food for more than £30. It is located in the city centre near Raja Indian Cuisine and is not child friendly.,The Wrestlers is a Japanese restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is an adults only restaurant in the city centre. Also offers Chinese food. The prices are high and the customer satisfaction is average. Located near All Bar One.,The Cricketers is a Chinese restaurant in the high price range. It is located in the city centre near All Bar One. It has an average customer rating and is not children friendly.,n,n,n,n,n,n,n,
"name[Clowns], eatType[coffee shop], near[The Sorrento]",Close to The Sorrento you can find Clowns coffee shop.,Clowns is a coffee shop near The Sorrento.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kid friendly fast food pub in the riverside area near The Raja Indian Cuisine is called Giraffe,Giraffe is a family friendly pub located near Raja Indian Cuisine in the riverside area. It serves fast food.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]","A restaurant named The Cricketers is located by All Bar One in riverside. It serves expensive Chinese food, is child friendly and has average customer reviews.",The Cricketers is a high priced Chinese restaurant in the riverside area near All Bar One. It is children friendly and has an average customer rating.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",There is an expensive-priced pub located close to Crowne Plaza Hotel called The Phoenix.,"The Phoenix is a French pub near Crowne Plaza Hotel in the riverside area. It is child friendly, has a low customer rating and a price range of more than £30.",n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",There is a kid friendly river side Italian pub near Rainbow Vegetarian Café named The Vaults with a 3 out of 5 rating and a moderate price rating.,The Vaults is a pub that serves Italian food. It is located in the riverside area near Rainbow Vegetarian Café. It is kid friendly and has a moderate price range. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a pub that serves French food. It is located in the center of the city near Crowne Plaza Hotel. It is not family-friendly. The customer rating is low and the price range is less than £20.,The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel. It is not family-friendly and has a low customer rating. It is in the less than £20 price range.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A restaurant that is kid friendly near Raja Indian Cuisine named The Wrestlers in the riverside area has a price range of more than £30 that serves Italian food.,The Wrestlers is a restaurant providing Italian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.,N,N,N,N,N,N,s,
"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]","Cocum, a pub with a low customer rating, is near Café Sicilia.",Cocum is a pub near Café Sicilia with a low customer rating.,N,N,N,N,N,N,N,
"name[Blue Spice], eatType[pub], area[city centre]",A pub in the city centre area called Blue Spice.,Blue Spice is a pub in the city centre.,N,N,N,N,N,N,N,
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly Chinese pub in Riverside near the Rainbow Vegetarian Café.,Blue Spice is a pub that serves Chinese food in the riverside area near Rainbow Vegetarian Café. It is kid friendly.,N,N,n,N,N,N,N,
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]",The customer rating is bad at the children friendly coffee shop called The Cricketers near Avalon.,The customer rating is bad at the children friendly coffee shop called The Cricketers near Avalon.,N,N,N,N,N,N,S,
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",pub located near Café Sicilia called Cocum with a high customer rating,Cocum is a pub near Café Sicilia with a high customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]",The Cricketers is a one star restaurant near the Ranch. It is not family friendly.,The Cricketers is a restaurant located near Ranch. It is not family-friendly and has a low customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]","The Cricketers, a highly rated coffee shop near Crowne Plaza Hotel, is not family-friendly.","The Cricketers, a highly rated coffee shop near Crowne Plaza Hotel, is not family-friendly.",n,n,n,n,n,n,n,
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars.",Green Man is a coffee shop near All Bar One. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a pub near Express by Holiday Inn with food at low prices.,Cocum is a pub near Express by Holiday Inn with a low customer rating.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,There is a restaurant called Wildwood that serves Indian food. It is located in the riverside area near Raja Indian Cuisine and is family friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], area[riverside]",There is a coffee shop Blue Spice in the riverside area.,There is a coffee shop Blue Spice in the riverside area.,n,n,n,n,n,s,s,"falta ""coffee shop CALLED Blue Spice"""
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, located in the city centre, near Raja Indian Cuisine, is a Japanese pub and pub. It is children friendly with a price range of more than £30.",The Wrestlers is a children friendly Japanese pub in the city centre near Raja Indian Cuisine with a price range of more than £30.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], near[The Sorrento]",Cocum is a coffee shop by The Sorrento.,Cocum is a coffee shop by The Sorrento.,n,n,n,n,n,n,s,
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",There is a moderately priced English food pub called The Mill that is kid friendly near Raja Indian Cuisine in the city centre.,The Mill is a moderately priced pub in the city centre near Raja Indian Cuisine. It is kid friendly and serves English food.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a pub that also sells Chinese food. Children should not visit.",There is a pub called Blue Spice located in the city centre near Rainbow Vegetarian Café that provides Chinese food. It is not family friendly.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The pub, Giraffe also serves French food. It is located near Raja Indian Cuisine in the city centre, and is not family-friendly.","The pub, Giraffe also serves French food. It is located near Raja Indian Cuisine in the city centre, and is not family-friendly.",n,n,n,n,n,s,s,virgula mal colocada; falta verbo located
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a pub that also sells Chinese food. Children should not visit.",Blue Spice is a pub providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,n,n,n,n,n,s,s,falta pontução entre sentenças
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a restaurant that serves English cuisine. It is a kid friendly restaurant located on the riverside near the Rainbow Vegetarian Café.,There is a family friendly restaurant called Blue Spice located near the Rainbow Vegetarian Café.,n,n,n,s,n,n,n,faltou food type
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]","Near the Rainbow Vegetarian Café in the city centre, you will find the family-friendly restaurant Blue Spice, serving an English food menu.",Blue Spice is a family-friendly restaurant located in the city centre near Rainbow Vegetarian Café. It serves English food.,n,n,n,n,n,n,n,
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Mill is a family friendly mid price range restaurant located near Raja Indian Cuisine.,The Mill is a family friendly mid price range restaurant located near Raja Indian Cuisine.,n,n,s,n,n,n,n,
"name[Cocum], eatType[pub], near[The Sorrento]",Cocum is a pub by The Sorrento.,Cocum is a pub near The Sorrento.,n,n,n,n,n,n,n,
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café.",Strada is a pub near Rainbow Vegetarian Café with a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Punter is a restaurant type restaurant located in the city centre with a high price, with a bad kids friendly atmosphere. It offers English food and is located near Raja Indian Cuisine.","The Punter is a restaurant type restaurant located in the city centre with a high price, with a bad kids friendly atmosphere. It offers English food and is located near Raja Indian Cuisine.",n,n,n,s,n,n,s,
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly Chinese restaurant in Riverside near the Rainbow Vegetarian Café.,Blue Spice is a Chinese restaurant in the riverside area near Rainbow Vegetarian Café. It is kid friendly and is called Blue Spice.,n,n,n,n,n,n,s,
"name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Giraffe, a family-friendly restaurant in the city centre serving French food is located near Raja Indian Cuisine.",Giraffe is a French restaurant located in the city centre near Raja Indian Cuisine. It is family-friendly and is family-friendly.,n,n,n,n,n,s,s,intent repetido
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars.",Green Man is a coffee shop near All Bar One with a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a pub near All Bar One with a customer rating of 3 out of 5 stars.",Green Man is a pub near All Bar One with a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]","An average rating, The Cricketers, which is near the Crowne Plaza Hotel is not a family-friendly restaurant.",The Cricketers is a restaurant located near Crowne Plaza Hotel. It has an average customer rating and is not family-friendly.,n,n,n,n,n,n,n,
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café.",Strada is a coffee shop near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Vaults is a French pub with a moderate price range, but isn't kid friendly, and it located near Raja Indian Cuisine on riverside.","The Vaults is a French pub with a moderate price range, but isn't kid friendly, and it located near Raja Indian Cuisine on riverside.",n,n,s,n,n,n,s,
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]","An average rating, The Cricketers, which is near the Crowne Plaza Hotel is not a family-friendly restaurant.","An average rating, The Cricketers, which is near the Crowne Plaza Hotel is not a family-friendly restaurant.",n,n,s,n,n,n,s,
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly restaurant that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a children friendly restaurant near Crowne Plaza Hotel with a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly coffee shop that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a coffee shop near Crowne Plaza Hotel. It is kid friendly and has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","The Phoenix is a restaurant that also serves Indian food priced between £20-25, located near Crowne Plaza Hotel on the riverside. It's customer rating is high, and the establishment is kids friendly.",The Phoenix is a kid friendly Indian restaurant in the riverside area near Crowne Plaza Hotel. It has a high customer rating and a price range of £20-25.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant that serves English food. It is located near Rainbow Vegetarian Café is the city centre area. It is also a restaurant. It is not family-friendly.,There is a restaurant called Blue Spice located in the city centre near Rainbow Vegetarian Café. It is not family - friendly and it serves English food.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly coffee shop that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a coffee shop near Crowne Plaza Hotel. It is kid friendly and has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is a pub and Indian food pub located in the riverside area near the Raja Indian Cuisine. It is not family friendly.,Wildwood is a pub and Indian food pub located in the riverside area near the Raja Indian Cuisine. It is not family friendly.,n,n,n,n,n,n,s,
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,There is a restaurant called Wildwood that provides Indian food It is located in the riverside. It is near Raja Indian Cuisine.,n,n,n,n,n,s,s,pontuação
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family-friendly restaurant. They serve Japanese food and are located near Express by Holiday Inn in the city centre.,Green Man is a family-friendly Japanese restaurant located in the city centre near Express by Holiday Inn.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]",Near Burger King there is a highly rated coffee shop named Cocum.,Cocum is a coffee shop near Burger King with a high customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]","Near the Rainbow Vegetarian Café in the city centre, you will find the family-friendly restaurant Blue Spice, serving an English food menu.",Blue Spice is a family-friendly restaurant located in the city centre near Rainbow Vegetarian Café. It serves English food.,n,n,n,n,n,n,n,
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.,Clowns is a pub near the Crowne Plaza Hotel with a 5 out of 5 customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]",The Cricketers is a cheap English restaurant near Café Rouge that is family-friendly in the city centre with a 5out of 5 customer rating.,The Cricketers is a family-friendly restaurant located in the city centre near Café Rouge. It serves English food and has a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant Chinese food is moderately price, but customer ratings show 1 out of 5, located in city centre it is a kid friendly restaurant and is located near All Bar One.","The Cricketers is a Chinese restaurant in the city centre near All Bar One. It is kid friendly, moderately priced, and has a customer rating of 1 out of 5.",n,n,n,n,n,n,n,
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Welcome to The Phoenix, we are a restaurant. We're family-friendly we serve fast food we are located in the city centre near the Raja Indian Cuisine.","Welcome to The Phoenix, we are a restaurant. We're family-friendly we serve fast food we are located in the city centre near the Raja Indian Cuisine.",n,n,n,n,n,s,s,"a referência é bem ruim!
texto em 1ª pessoa :P
"
"name[Clowns], eatType[pub], near[The Sorrento]",Close to The Sorrento you can find Clowns pub.,Clowns is a pub located near The Sorrento.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","The Giraffe, a child-friendly, English pub, is located in riverside area, near Rainbow Vegetarian Café.",The Giraffe is a family friendly pub located near the Rainbow Vegetarian Café.,n,n,n,s,n,n,n,faltou intent
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]",The Cricketers is a family friendly restaurant serving cheap English food in the riverside area situated near Café Rouge,The Cricketers is a family friendly restaurant serving cheap English food in the riverside area situated near Café Rouge,n,n,n,n,n,n,s,
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]",A kid friendly coffee shop is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,A kid friendly coffee shop is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,n,n,n,n,n,n,s,
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A restaurant that is kid friendly near Raja Indian Cuisine named The Wrestlers in the riverside area has a price range of more than £30 that serves Italian food.,The Wrestlers is a child friendly Italian restaurant in the riverside area near Raja Indian Cuisine. The price range is more than £30.,n,n,n,n,n,n,s,
"name[Cotto], eatType[coffee shop], near[The Bakers]",next to The Bakers resides a coffee shop by the name of Cotto.,Cotto is a coffee shop near The Bakers.,n,n,n,n,n,n,n,
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café.","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café.",n,n,n,s,n,n,s,falta intent
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a French restaurant with prices above £30 in the riverside area near Raja Indian Cuisine. It isn't child friendly.,The Vaults is a French restaurant located in riverside near Raja Indian Cuisine. It is not children friendly and costs more than £30.,n,n,s,n,n,n,n,
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.,The Zizzi is a coffee shop along the river.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]","The Cricketers is an average rated restaurant close to Café Sicilia, not for children",The Cricketers is a restaurant located near Café Sicilia. It is not family-friendly and has an average customer rating.,n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], near[The Sorrento]",Cocum is a pub by The Sorrento.,Cocum is a pub located near The Sorrento.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Vaults pub serves French food in the City Centre near Raja Indian Cuisine and is moderately priced,The Vaults is a French pub located in the city centre near Raja Indian Cuisine. It is kid friendly and has a moderate price range.,n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","Green Man is a pub serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.",Green Man is a pub located in the riverside area near Express by Holiday Inn. It serves Japanese food and is not family-friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]","The Cricketers, a highly rated coffee shop near Crowne Plaza Hotel, is not family-friendly.",The Cricketers is a coffee shop located near Crowne Plaza Hotel. It is not family-friendly and has a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a restaurant that serves English cuisine. It is a kid friendly restaurant located on the riverside near the Rainbow Vegetarian Café.,The Blue Spice is a restaurant that serves English cuisine. It is a kid friendly restaurant located on the riverside near the Rainbow Vegetarian Café.,n,n,n,n,n,n,n,
"name[Strada], eatType[coffee shop], area[city centre]",There is a coffee shop in the city centre called the Strada.,Strada is a coffee shop located in the city centre.,n,n,n,n,n,n,n,
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The coffee shop Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.,Clowns is a coffee shop near the Crowne Plaza Hotel. It has a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]","An English pub called Blue Spice is situated near Rainbow Vegetarian Café at Riverside. However, not suitable for families.",There is a pub called Blue Spice located near Rainbow Vegetarian Café. It is not family friendly and it serves English food.,n,n,n,s,n,n,n,faltou intent
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers is a Chinese restaurant. They charge less than 20 pounds. The Cricketers has a low customer rating but is family friendly and located on the riverside near All Bar One.,The Cricketers is a family friendly Chinese restaurant in the riverside area near All Bar One. It has a low customer rating and a price range of less than £20.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]",Near Burger King is a highly rated pub called Zizzi.,Zizzi is a pub near Burger King with a high customer rating.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[coffee shop], near[The Bakers]",A coffee shop named Giraffe is near The Bakers.,Giraffe is a coffee shop near The Bakers.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,There is a family friendly pub called Blue Spice located in the city centre near Rainbow Vegetarian Café that serves Chinese food.,n,n,n,n,n,n,n,
"name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Located at riverside near Raja Indian Cuisine there is a pub called The Mill that serves English food that has a price range of more than £30 and a children friendly place.,The Mill is a children friendly pub near Raja Indian Cuisine in the riverside area. It serves English food and has a price range of more than £30.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[coffee shop], near[The Bakers]",A coffee shop named Giraffe is near The Bakers.,A coffee shop named Giraffe is near The Bakers.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",There is a kid friendly river side Italian pub near Rainbow Vegetarian Café named The Vaults with a 3 out of 5 rating and a moderate price rating.,The Vaults is a pub located near the Rainbow Vegetarian Café. It is kid friendly and has a moderate price range.,n,n,n,s,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is a one star mid priced family friendly pub The Wrestlers near Raja Indian Cuisine in the City centre. It offers Chinese food.,The Wrestlers is a pub that serves Japanese food. It is located in the riverside area near Raja Indian Cuisine. It is kid friendly and has a moderate price range. It has a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.,Zizzi is a coffee shop in the riverside area.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is a high price range Japanese restaurant in Riverside near Raja Indian Cuisine that is child friendly called The Wrestlers,The Wrestlers is a high priced Japanese restaurant in the riverside area near Raja Indian Cuisine. It is children friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], area[city centre]",A pub in the city centre area called Blue Spice.,A pub in the city centre area called Blue Spice.,n,n,s,n,n,n,n,"""there is"""
"name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Mill is a child friendly restaurant near to Raja Indian Cuisine in the riverside area. They serve English food. The price range is high,The Mill is a child friendly restaurant near to Raja Indian Cuisine in the riverside area. They serve English food. The price range is high,n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly restaurant Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Giraffe is a French restaurant located in the riverside area near Raja Indian Cuisine. It is family friendly and is near the Raja Indian Cuisine.,n,n,n,n,n,n,s,repetição
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant Chinese food is moderately price, but customer ratings show 1 out of 5, located in city centre it is a kid friendly restaurant and is located near All Bar One.","The Cricketers restaurant Chinese food is moderately price, but customer ratings show 1 out of 5, located in city centre it is a kid friendly restaurant and is located near All Bar One.",n,n,s,n,n,n,s,
